heliostat_id,sigma_x,sigma_y,amplitude,x_locations,y_locations,x_normal,y_normal
2253,1.4807223017958553,1.588606148793678,6.454815191740358,88.088329,466.05495,26.076002971259427,10.8
2254,1.480816824223941,1.5665052196330522,6.437138057593232,-55.797792,520.73064,28.666584997516253,10.8
2255,1.4644851860874624,1.8710004303096852,3.6016448441019393,232.202234,94.141089,17.26145735431708,10.8
2256,1.587834947395167,1.5761719498976148,5.373182037681479,154.392685,465.525892,24.89846567537967,10.8
2257,1.482377039860741,1.6997819727663086,6.139636092826518,-258.557031,211.223705,35.541876791578716,10.8
2258,1.482513572692844,1.9029511454523191,6.113211850897439,-225.39947,77.528523,38.663248330877536,10.8
2259,1.461344158798406,1.5668755810812365,3.627911228244592,40.515817,504.99159,27.01803280492227,10.8
2260,1.5707498459227525,1.5571929263596318,5.549387325080752,27.93868,522.965795,27.253540259306433,10.8
2261,1.5847112129712293,1.5626368847101437,5.492451873206383,-67.398141,502.111071,28.902092451391358,10.8
2262,1.4847234276456382,1.5953656155209857,5.786198415417688,211.113015,385.817531,23.306069034750855,10.8
2263,1.4849135677368843,1.5541131602816145,5.765212311892817,-0.0,523.711555,-27.72455516792992,10.8
2264,1.435654364989143,1.553784309691536,3.3066889670877,-27.93868,522.965795,28.19557007655341,10.8
2265,1.558123411544441,1.5595237579019843,5.413766298254821,-40.515817,504.99159,28.431077530937575,10.8
2266,1.4088914141680338,2.1362946344543876,3.363042013202043,184.429292,5.347855,14.118102454254995,10.8
2267,1.5463772217487055,1.5718821009603128,5.264496671273271,-88.088329,466.05495,29.37310736460041,10.8
2268,1.5126440930061327,1.644870399960168,4.724327889455193,-237.162277,285.459305,33.84245904324,10.8
2269,1.5004308861091629,1.5565362090280495,4.393603964468217,13.518106,506.433903,27.4890477035584,10.8
2270,1.5240606983757126,1.6323118154131706,4.923229774944444,-233.824196,304.577579,33.50257549005889,10.8
2271,1.5351570928419367,1.556342873608413,5.092663119863715,-13.518106,506.433903,27.960062632301447,10.8
2272,1.5683732256714746,1.570290009120631,5.599508566997674,63.100045,470.090581,26.54701788762371,10.8
2273,1.4879389214267558,1.8176657269335654,5.456443433304863,237.836948,111.698332,17.73705274233265,10.8
2274,1.573103156937176,1.6189796787841932,4.335330648567363,-229.767249,324.430578,33.16269193634439,10.8
2275,1.4881953789099387,1.6079790279229655,5.435262604383192,-224.516612,344.406457,32.82280840762346,10.8
2276,1.4922152613760131,1.572718573762921,5.127387915872623,232.524142,393.484644,23.01440602074085,10.8
2277,1.438175348442593,1.92328629097922,8.564970420823371,217.514735,61.933701,16.310266653705256,10.8
2278,1.4925515545418733,1.5556150013926848,5.102990650189777,-154.392685,465.525892,30.550644660480177,10.8
2279,1.4382329057323322,1.5629991726896812,8.206771435795794,-63.100045,470.090581,28.902092448236132,10.8
2280,1.4382415418166752,2.24488355035832,8.572536427491913,-165.846616,-21.647209,42.73224463959185,10.8
2281,1.4685694045035023,1.5896806714881537,3.829244146812231,-218.45054,365.099289,32.482924838994,10.8
2282,1.438428114453715,1.6474821730796512,8.56593195074061,-239.387065,266.550363,34.182342591118,10.8
2283,1.438447418463201,1.5610031348989066,7.798069683257929,37.932054,472.787404,27.018032793131013,10.8
2284,1.5513024225944354,1.5697770667618094,5.595831132729238,166.814535,425.523857,24.42745076536646,10.8
2285,1.4977535497654846,1.7757059872440644,4.803978849686935,242.22236,130.120902,18.21264807750348,10.8
2286,1.438804467745577,1.5505363091131652,7.452960337633057,129.338208,473.099446,25.36948059831945,10.8
2287,1.4388384841758994,1.5579297825611873,7.429949838136183,-37.932054,472.787404,28.43107754272883,10.8
2288,1.5613517971861735,1.5753754431894205,5.9488711169865125,-211.113015,385.817531,32.14304130110899,10.8
2289,1.536540712454665,1.5548634492346234,5.422113283236081,12.656033,474.137739,27.489047704502838,10.8
2290,1.5126211925181547,1.5548378432722956,5.075457087556065,-12.656033,474.137739,27.960062631357008,10.8
2291,1.5012733142242887,2.0172461673764897,4.899003323262087,-200.358703,23.739736,40.54604470357896,10.8
2292,1.504758581421126,1.6404184458422768,4.5094966666512715,218.165854,284.181145,21.946534853255017,10.8
2293,1.4892635848246394,2.3872198975839027,4.608783452430934,-144.663545,-39.654239,43.947890072312234,10.8
2294,1.4394343370648655,1.6539658016107026,7.114732119949627,240.9776,248.379113,20.926884192611077,10.8
